node_id,name,original_name,former_name,jurisdiction,jurisdiction_description,company_type,address,internal_id,incorporation_date,inactivation_date,struck_off_date,dorm_date,status,service_provider,ibcRUC,country_codes,countries,sourceID,valid_until,note
165428,EVERJET WORLDWIDE LIMITED,,,SEY,Seychelles,Standard International Company,,,10-MAR-2008,,,,Active,Portcullis Trustnet,046594,SYC,Seychelles,Offshore Leaks,The Offshore Leaks data is current through 2010,
